amount,frequency_last_24h,wallet_age_days,is_fraud
1153.3872138242134,2,120,0
501.3349597414424,5,48,0
207.02325490566196,4,68,0
214.78380790582196,3,339,0
647.2327148635591,5,85,0
1137.0486745536261,3,276,0
1090.5662846983066,3,256,0
756.7810959654516,4,205,0
513.6553467838525,8,233,0
43.945863098042025,5,65,1
88.14710734170575,4,317,0
1144.1152500887529,4,79,0
466.2469734827948,4,14,0
4.619802805497205,4,325,0
53.49845071797466,7,305,0
544.5811936451205,8,169,0
2.5372185258985014,7,159,0
87.65790805209953,3,116,0
397.84892306946585,6,346,0
588.6576433274063,6,192,1
527.7207410676243,4,345,0
126.97493365401225,6,183,0
622.7086444492694,9,231,0
135.41187952640297,6,168,0
196.8174544590422,4,15,0
686.1787758328953,6,193,0
524.386907151384,7,233,0
945.9780387317005,4,263,0
535.9066440848812,3,54,0
420.0221527936287,4,180,0
49.178530724205245,5,4,0
229.20815360351003,3,257,0
154.0800739294156,5,361,0
139.85010183121062,3,322,0
1806.154703081463,5,240,0
249.6937485200119,5,163,1
1113.0276056242615,5,337,1
498.66719286824156,6,138,0
791.9126263441999,6,324,0
349.21766219438524,6,229,0
430.0779513207925,5,102,0
339.14671667084673,7,193,0
108.60744766261925,3,307,0
640.8809015329019,5,30,0
164.78868418313147,7,295,0
12.308240540344308,2,247,0
518.484393147637,8,221,0
97.46678511241134,4,172,0
1410.5415736366515,2,160,0
1538.7812063940116,5,172,0
1231.7549423169207,5,63,0
231.14369824868336,4,61,0
7.788657685972192,6,65,0
1317.761728665945,8,169,0
279.4691385265307,4,81,0
1700.421008061028,3,247,0
1656.8677380651027,6,268,0
958.6935085897095,4,258,0
174.38803408608015,2,73,0
243.14596604934678,3,332,0
952.3633262390399,1,188,0
190.57311571535854,9,25,0
92.85930814787739,5,228,0
406.8684960301139,3,118,0
1375.6467354035208,4,108,0
595.4127988789686,3,242,0
422.05616821782775,4,99,1
51.11409867466144,6,22,0
477.26535775885884,4,56,0
2305.2848739231586,2,149,0
75.46029332113207,6,311,0
365.24766249075185,3,40,0
1049.3043189503971,6,150,0
675.0171241768351,2,121,0
597.0372126508365,8,260,0
606.143778112245,3,26,0
222.74617115747455,6,112,0
173.78104213354757,4,23,0
828.6872536298562,5,169,0
830.6640995435143,6,314,0
1008.9750236839574,1,264,0
1222.3079809183182,5,116,0
358.04661846645183,7,307,0
348.0921887755996,6,231,0
800.4749661542437,6,189,0
524.8595374439001,7,257,0
605.2753242557585,4,120,0
794.3097374771024,3,286,0
1103.6617381733836,8,273,0
206.2412035688271,4,358,0
235.46839436377817,5,152,0
49.34801959368028,5,86,0
431.70701330471735,3,325,0
18.302052105428498,9,345,0
313.3034740910548,8,327,0
391.147292843563,6,246,0
168.81533015726126,3,314,0
446.81626507308766,5,315,0
15.487531050737273,5,293,0
19.03174964139469,5,162,0
864.675684769068,3,100,0
223.29251210387235,7,185,0
67.94452064871399,3,276,0
369.3267941395078,0,17,0
734.8239702228676,6,260,0
121.55900171495168,6,245,0
487.60980932824646,4,306,0
44.60551449494864,5,338,0
26.5325479551547,9,50,0
378.95447031276046,5,272,0
388.9552213473711,4,235,0
507.26872410230794,3,72,0
647.4802814583421,6,317,0
1861.7785043499964,2,44,0
363.1455596151781,6,306,0
195.0098570529894,6,80,0
792.8269898663432,6,286,0
157.92573271806864,5,49,0
288.99171563665067,3,98,0
40.85258429183495,4,25,0
12.83880477073719,4,214,1
1643.689961634301,5,56,0
903.8838210575312,4,255,0
595.3213663996709,4,156,0
262.9298222325709,5,161,0
95.15326807105437,5,194,0
85.06037078642707,5,4,0
144.0029945632918,7,268,0
398.3953241566573,3,36,0
626.9246438883879,2,16,0
539.6951748483992,4,137,0
164.20613069449797,4,78,0
1549.0517492781532,6,311,0
669.5087024376131,3,73,0
404.11524096566563,5,320,1
473.01523601871753,5,245,0
272.01893276602567,5,346,0
142.33064613703175,5,228,0
220.0070646615562,3,195,1
709.0909238783566,10,246,0
7.249039860402138,5,89,0
61.69019611998802,4,260,0
23.547188476260263,4,286,0
20.790725958646213,7,139,0
967.1015168078293,3,51,0
608.1203058503442,6,147,0
321.3922972064462,2,242,0
51.478459223906626,4,334,0
338.25898289861664,4,232,0
320.7251660471856,4,27,0
95.09735640011249,8,344,0
284.4495656511619,5,208,0
254.16830729160344,8,138,0
478.36121645656726,5,155,0
504.05726802045604,7,7,0
23.181162010267364,8,115,0
234.69200232753076,3,92,1
491.5624973913643,4,346,0
349.71972630389484,6,82,0
970.6747265877193,4,13,0
537.4873820274989,4,72,0
88.92643438365366,6,91,0
36.59121812812042,2,188,0
514.1970735544455,4,105,0
13.434536333697215,2,300,0
440.6736889036453,8,84,0
1408.627727693576,7,28,0
428.3912227887722,2,279,0
245.65034611195364,5,12,0
515.413578922491,6,307,0
306.47798702554564,7,364,0
394.4071802881601,7,150,0
1419.0635731164996,7,318,0
243.96376367509356,6,26,0
1624.545930753377,5,214,0
1178.7880918849596,5,314,0
108.948130470225,8,240,1
35.94207765157851,7,222,0
53.112667740815105,4,68,0
9.194943923616853,5,262,0
49.60250582787707,8,111,0
574.4374362885835,5,130,0
36.92481347321351,2,159,0
192.07859414743425,3,280,0
931.7630200486385,7,291,0
11.773501590355755,3,303,0
842.2652530929793,8,31,0
165.54173341981473,1,89,0
62.875059914553816,5,332,0
596.5777042199567,3,118,0
495.69958821661015,5,130,0
1049.7079070434734,5,207,0
664.1467893822002,2,360,0
813.4979029969891,7,59,0
165.6669311533693,2,96,0
97.66664802022349,4,319,0
694.3781980027123,5,246,0
822.1045916217098,4,145,0
2328.5024450701153,4,310,0
266.0396770763025,5,125,1
232.62195598086635,4,22,0
748.9772516717935,4,353,0
208.36683546537657,5,285,0
1335.0689621996632,7,207,0
977.4195785831246,6,258,0
280.17780472107984,6,298,0
694.8923582477305,8,52,1
702.3164934275086,5,38,0
54.41875940335901,2,153,0
1164.222840433816,4,333,0
351.8537448783772,6,216,0
875.666278761665,3,223,0
192.86771308225414,3,143,0
1129.3952572729631,5,105,0
246.4942270300856,5,10,0
5.448403307587739,6,242,0
1178.9536484812268,2,114,0
47.86280527423763,6,233,0
192.32681669251943,4,69,0
1498.4861915941428,3,44,0
1503.9747700519947,4,169,0
425.9986455276319,2,211,0
499.61504019526234,6,276,0
297.5073318114288,8,107,0
173.51138937309852,5,167,0
199.24316727519488,6,205,0
558.1617899642531,5,119,0
697.9189368315386,5,109,1
784.0977081105743,6,239,0
779.4155159243709,4,8,0
47.81847327015972,4,43,0
341.024798286678,5,297,0
29.640853224368897,5,132,0
398.7306578476965,4,206,0
291.27763749364175,4,280,0
1093.3093321104006,7,239,0
216.09580973394256,5,277,0
62.252988776225436,4,46,0
77.15382727105968,3,198,0
716.7152735395468,9,121,0
481.4528398740175,6,300,0
53.304356122692724,6,220,0
43.92776083430254,4,356,0
603.6042358265498,7,289,0
37.77304476289857,6,94,0
862.5929269042907,6,292,0
612.4998765650025,2,153,0
42.42437529015603,6,13,0
44.32693388890335,4,207,0
2157.729281029046,7,255,0
234.4187912761448,8,158,0
231.52763023765624,6,270,0
837.7877016413386,3,306,0
1471.0822689816218,4,68,0
2134.386969800992,5,257,0
699.9496150581709,3,189,0
236.01049980956282,5,3,0
43.59699684897863,8,237,0
750.6212702273128,8,132,0
408.68020378074647,5,171,0
276.01656265248687,5,270,0
1184.1188377390451,8,89,0
58.94010398594012,5,103,0
339.25255468647714,4,125,0
5.7092947162708345,3,67,0
316.1771847914631,7,263,0
28.97521553296289,4,8,0
63.245497965585606,4,44,0
62.513116003728136,5,135,0
523.7841932034858,3,248,0
685.2988587982363,5,304,0
437.7768886014343,4,318,0
1637.3601045511884,6,25,0
234.89828896013358,5,196,0
168.23457871027935,5,192,1
1014.7512690851148,2,122,0
126.54103386592669,5,260,0
1651.4350531259554,3,47,1
6.114472179484654,3,209,0
1751.263461439741,5,301,0
22.05949930925095,4,89,0
1108.8606145800045,3,3,1
375.07162517469516,4,145,0
2478.414303963016,2,22,0
38.33068797722747,6,39,0
403.5548318666744,7,295,0
1741.7876106280025,3,107,0
370.22196659052196,5,100,0
496.3141451905937,4,272,0
594.9506190583871,6,229,0
303.06387783847543,6,285,0
493.83708650401104,2,206,0
438.9129309028778,2,71,0
1157.1163847413238,5,169,0
23.25573087174049,2,185,0
164.92136294937924,7,333,0
1501.9980029304656,4,208,0
1104.8379142267431,5,355,0
304.08763097981,7,271,0
483.9665143694886,5,346,0
162.43670994756508,7,135,0
104.20208071803225,1,146,0
311.5292994020494,3,345,1
217.97676730836668,4,149,0
438.1218530033215,9,116,0
40.46114221659239,4,187,0
1832.4800612612837,5,20,0
2141.9327877762694,6,338,0
598.9319409563947,6,244,1
384.03921720604495,3,67,0
185.18965077718,3,62,0
840.4535837439984,5,274,0
577.1647918244079,7,347,0
88.73682705024419,6,110,0
1209.1505459995637,6,56,0
864.4972556836357,4,85,0
1495.869262516718,7,264,0
646.8020020980672,4,107,0
475.20200979568637,8,12,0
270.8512532965567,5,176,0
1349.5091807735591,5,359,0
1005.1961900234601,4,319,0
23.136469326561393,5,27,0
13.360408433255682,2,291,0
236.17388079163143,3,130,0
831.8238614980431,7,227,0
2182.137734110084,5,136,0
81.50475496723985,6,20,0
450.86206510786786,7,264,0
239.73684987904807,2,324,0
1751.8542771879813,7,159,0
922.9566037168173,5,160,0
911.0950232349286,5,342,0
316.20778556988677,7,26,1
267.9174681636745,6,81,0
159.6944460750306,5,18,0
29.01348192241811,0,69,0
1000.2130700016552,7,130,1
838.0587196249614,5,135,0
4086.2227989090416,5,303,0
2847.4367003721663,6,218,0
405.325796320697,8,310,0
732.6415451031304,4,15,0
1448.085841437218,6,186,0
947.3860073546228,4,195,0
142.07622229057327,1,191,0
299.4134136999322,3,234,0
69.14817215654433,4,66,0
1540.1118932208544,5,81,0
465.9238512943091,4,36,0
129.80186270924185,5,235,0
556.9147695866251,2,17,0
481.33521737153586,2,2,0
221.71023114855305,5,33,0
60.26956069923464,5,349,0
556.7206417595511,5,134,0
367.30521209301884,6,356,0
739.9035404802576,4,344,0
367.1549302117576,9,267,1
955.885055654242,7,5,0
401.3770595107438,2,286,0
411.55729049007357,3,347,0
1046.3793216148858,4,91,0
258.3236569940585,6,152,0
71.94397769514947,7,118,0
14.602510716047343,4,61,0
703.5287263312928,5,358,0
484.1994835303398,5,26,0
608.8326738989382,3,109,0
119.74074674672174,3,295,0
73.30627561413932,7,210,0
7.325738132834391,3,259,0
215.84363075753464,8,294,0
445.6986878324723,8,42,0
248.99093378057535,5,304,0
287.6597814142156,5,13,0
1172.5307614907208,3,89,0
214.05130721255586,3,88,0
360.76251403616055,6,312,1
765.4358688598509,5,187,0
252.54006564958985,4,63,0
486.5452376765427,6,336,0
991.5703218421534,3,43,0
1493.0952076873339,12,233,0
79.54093965741798,1,234,0
1305.8313815210395,6,75,0
338.7513904977653,1,253,0
149.36772717569787,6,313,0
307.29348368534875,1,149,0
1956.8265487902959,4,182,0
339.2456463336799,3,207,0
199.3080160502499,3,181,0
501.7431369788298,5,173,0
137.31423385780147,5,241,0
39.44765248811752,5,164,0
68.98760985620792,9,63,0
68.50921203350356,3,235,0
82.37995077833648,3,125,0
74.73003303375827,6,257,0
512.0420255379032,6,92,0
100.37317851724082,3,225,0
212.0696578974026,7,195,0
1135.4870625641788,4,207,0
321.1905708232968,1,288,0
550.6445418261902,7,215,0
94.56425855660824,7,186,0
106.77549049754754,2,126,0
20.863606358782654,5,282,1
92.52367203279044,6,255,0
163.27405931557277,9,61,1
97.40590874155397,3,201,0
46.44295393018378,4,69,0
64.27810674667626,10,285,0
308.81467168268955,4,63,0
115.54610317254829,4,134,0
226.49055775545926,4,239,0
350.0025923571652,7,252,0
586.2287170062712,8,361,0
20.052865050007714,6,187,0
803.2471219130598,6,21,0
494.2968451836482,3,343,0
42.64771518816713,5,291,0
1034.0673492440453,6,308,0
1268.3467731894639,2,46,0
31.511413780081703,8,194,0
162.08842156432542,5,57,0
820.4675916133212,4,42,0
689.6786201071542,4,333,0
101.98981603090024,2,235,0
117.44951559076662,5,354,0
231.39255501218486,5,16,0
331.3312823343072,4,133,0
481.500917029276,2,1,0
230.1562815001756,4,232,1
310.4455546104588,4,150,0
688.1144701949212,1,304,0
18.686476160739232,8,122,0
145.4683109411986,4,282,0
624.7459374780129,10,290,0
1127.8833771653067,6,314,0
358.38955610420044,3,213,0
379.76475117653445,6,281,0
56.68066927033169,4,140,0
296.5716230417754,3,159,0
380.30339952764496,2,27,0
138.84640163032665,3,342,0
156.83730593927191,5,162,1
236.83249240123598,3,118,0
10.137680375157258,4,337,0
194.36238062806788,3,75,0
118.77846781181493,6,93,0
198.37461511599133,5,34,0
63.78155164239063,5,115,0
1106.0399499715124,4,113,0
450.19940693977986,4,60,0
568.3164789465159,6,282,0
778.3545161888957,4,237,0
345.01821092444254,6,126,0
45.466047258727926,4,45,0
385.12918164741126,5,288,0
441.9615289356868,5,229,0
684.1083244042046,4,197,0
282.51732469149107,5,212,0
68.24233336465612,3,71,0
166.88109013085196,4,235,0
225.55741273731172,6,279,0
519.1123058109308,6,167,0
422.8908606007098,1,195,0
220.1033798259031,3,173,1
2153.0978860849063,4,195,0
465.41650423360466,6,63,0
135.39726437839997,4,70,0
53.67150231244343,3,223,0
82.94414629491294,14,310,0
141.15342469757047,5,283,0
87.58243747714701,4,349,0
103.2458727272902,5,79,0
167.80292410772327,5,36,0
95.2012168314435,7,195,0
1135.3757246779576,7,217,0
41.81785629600008,7,288,0
371.70617505635136,2,149,0
264.1527782446512,5,273,0
2019.3210830079602,3,201,0
59.41367284870245,7,154,0
253.6289968712152,2,22,0
1744.5298320633576,6,297,0
1003.1220309840774,4,315,0
849.3315170180897,8,215,0
149.13754176675232,5,331,0
93.69976639324378,1,122,0
552.2797993408918,2,266,0
1325.1925474799777,3,343,1
406.8252109523711,6,261,0
423.86378072929324,8,55,0
164.2375154053254,4,282,0
733.7368792060443,3,260,0
103.53899107303542,6,363,0
195.54390655961632,6,283,0
277.07227503491526,8,230,0
354.24248132234925,6,126,0
138.8062917848029,6,259,0
60.99163607206772,5,50,0
471.59982871467827,4,224,0
170.2816842182709,5,282,0
435.2265341462218,5,146,0
83.8323763853399,6,45,0
328.0606890142638,11,262,0
380.2736240645389,8,234,0
26.607325728560664,7,53,0
205.1918006902116,7,235,0
72.17466341596581,4,196,0
32.73612938626244,8,4,0
2300.600655697662,6,60,0
194.56501125971013,2,173,0
830.0353068849494,4,72,0
146.9444171467007,0,75,0
572.0706755101758,6,322,0
714.0331114141043,0,22,0
452.7232970845699,7,209,0
318.9283220226359,9,51,0
265.37890675268886,7,145,0
214.5216508519874,2,349,0
1326.2780241103903,4,305,0
887.8035355708989,8,272,0
1676.5881947078458,5,44,0
66.36427091805278,5,107,0
656.2756817302537,6,150,0
1393.0636326306203,2,94,0
99.97790485039884,4,264,0
34.40515873624844,7,110,0
675.6965765943111,3,18,0
427.21357209933484,6,238,0
922.0385706607389,2,336,0
75.2791232070963,8,239,0
793.025055515934,10,212,0
112.58988653351147,5,231,0
89.357599482759,4,328,0
89.72232827997536,4,350,0
842.5516412820043,8,294,0
547.1068195079845,9,81,0
370.1879781730222,7,255,0
222.23070083903406,7,232,0
1048.6013336471663,3,363,0
249.15637484872246,8,209,0
848.0413314240349,7,298,0
289.1374405569402,2,21,0
236.55978290886856,5,238,0
310.5805299498013,7,261,0
179.32263771532104,6,273,0
688.3886564684697,1,280,0
349.30140784779803,3,150,0
132.1212654985326,4,315,0
1149.1699247752917,4,152,0
242.16587117935563,3,282,0
392.1411910888817,7,61,0
1184.7478043548133,9,136,0
489.3996519286654,4,12,1
62.15730792888988,3,14,0
1405.3083419661045,4,30,0
494.0384644674131,4,355,0
203.9131577756547,6,318,0
74.9884103082129,3,287,1
790.0006978401335,10,220,0
483.88775378142617,5,238,0
381.20692902451407,5,27,0
1121.6516652682226,3,257,0
776.995006848036,2,297,0
82.24566006317043,7,142,0
186.78127569790024,5,250,1
142.83480927441897,4,74,1
681.1840309342058,6,298,0
17.053769928918967,5,199,0
421.8567781930715,4,296,1
718.7068579298895,7,14,0
1046.833672192969,4,100,0
209.33729677254635,2,91,0
860.9039817705016,3,191,0
58.62194254938867,8,362,1
936.8719786058438,5,305,0
68.18981526403542,6,106,0
253.15731560493217,2,7,1
798.002681663245,3,81,0
81.21089496020808,3,253,1
130.19651122237548,7,140,0
640.5215488224527,5,357,0
636.5480859958474,2,311,0
512.4221043686954,2,7,1
592.0008545438085,7,152,0
391.23455059781907,8,290,0
145.04184962970496,4,126,0
212.0915968966317,4,285,0
100.20063725826591,4,282,0
1195.438069661826,3,74,0
437.8045273182993,4,45,0
256.1228297395112,6,17,0
309.95375316058164,5,233,0
1471.4118684986056,5,164,0
83.23477506425034,3,63,0
441.222304554277,6,93,0
352.49722039658866,4,322,0
472.6721590015364,2,92,0
9.138090203248618,5,42,0
1028.3467612703482,7,241,0
1344.9942683456259,8,327,0
416.35773197169885,0,255,0
596.4353702629791,5,331,0
1278.7346789228131,4,71,0
614.1987266962591,6,299,0
82.75525456206086,4,216,0
429.3510749262801,7,311,0
466.6104285170075,2,56,0
275.93725196141054,3,79,0
666.745151941696,3,339,0
1361.8384428812374,5,121,1
1298.9381065270586,6,202,0
299.6821481518088,9,328,0
60.08935227589209,6,257,0
2094.586994560353,7,130,0
912.8590554092214,2,349,0
66.5729798585317,2,42,1
1268.153970481638,8,74,0
1019.7119656134317,8,234,0
365.7756929843246,8,9,0
447.3568934145374,7,31,0
254.5824217045068,6,96,0
28.159074621646894,2,258,0
204.13244315037056,7,280,0
811.9039555330894,6,229,1
2.3213920331714424,5,245,1
202.85694829508435,6,198,0
253.88904742733908,4,232,0
385.4415120619409,4,299,0
1261.9627380765207,4,51,0
212.58855544539503,5,217,0
213.05324297924764,4,174,1
668.7544758327828,7,75,0
300.9388867461697,2,99,0
127.19123685136269,4,1,0
301.14117528807753,1,124,0
75.90996096569353,6,117,0
97.02725160404837,1,343,0
344.94402140140886,6,195,0
271.43810812800353,6,233,0
1231.6463676264063,0,129,0
225.01729151986413,6,63,0
434.45119189263596,1,236,0
500.19538625892403,4,332,0
6.590472412829613,6,230,0
544.6340985179945,7,190,0
98.0293200996241,6,189,1
1622.9991361362133,3,168,0
80.47345215509004,7,95,1
267.75055726830345,6,157,0
44.60671882525156,5,291,0
2884.0408075753794,7,348,0
348.77343282911306,4,341,0
452.40966204447284,7,139,0
34.71602541412708,1,191,0
693.0681276079995,2,56,0
117.8014191251316,2,7,0
1141.6574284058152,6,51,1
114.79441408041667,8,39,1
105.78521490440792,6,298,0
18.61717092883608,0,72,0
319.39289664773196,10,256,0
416.02205183809025,2,309,0
33.98347008957823,5,91,0
747.0012967991861,8,149,0
301.91732514681087,5,30,0
371.5788272962984,4,123,0
290.59073589379017,3,237,0
256.0491006374607,7,280,0
410.08172856893736,7,125,0
84.35150338047774,3,134,0
100.40254310431276,3,6,0
989.4746641480701,2,197,0
1460.4558546323428,2,190,1
233.65109373756928,7,291,0
157.86568284633302,4,236,0
516.4116325472286,1,79,0
262.74478380362314,3,35,0
12.857074366323515,10,304,0
84.89180164975531,3,361,0
629.3416299265227,6,72,0
537.8248911587679,4,43,0
13.73492894222005,5,291,0
125.4964869333525,3,133,0
131.3807894754655,7,287,0
557.2073614139259,5,106,0
9.953690646069703,2,159,0
54.96802930068641,6,357,1
804.5092136481207,3,8,0
98.33885472589267,2,262,1
528.8495444602884,7,343,0
136.02431110449763,6,80,0
52.37001674243566,3,44,0
139.30975820572363,5,177,0
640.5474065485159,7,64,0
967.9181687269648,4,288,1
886.6254999877822,4,309,0
253.07124473754422,3,113,0
551.4383892022975,6,319,0
114.6967051644904,4,208,0
173.4667943062584,5,226,0
1133.2993143154522,7,333,0
6.543594198142501,4,278,0
44.69356981522456,3,287,0
116.52514011990759,1,280,0
13.445267612158442,5,3,0
100.10150164513638,8,33,0
437.3843643721833,5,307,0
273.5931591839002,5,214,0
1115.9315104109137,3,30,0
850.3479515097392,3,25,0
209.13640258451602,6,28,0
150.16312607363926,5,97,0
238.76990405426886,7,87,0
446.15887507165263,6,26,0
156.03085490763644,8,120,0
489.2811227735438,8,201,0
263.3180196399056,8,357,0
401.53368325742224,9,353,0
286.462697545556,5,15,0
174.39998763116657,3,305,0
1482.6336105761018,4,254,0
721.1272518663181,5,111,0
75.47724906151043,6,8,0
1014.2524638596619,7,341,0
334.16016483095825,4,128,0
1124.7697451448716,6,186,1
804.3572269649502,13,14,0
276.87830962930366,3,230,0
11.362794738770058,7,91,0
156.45027388824334,7,4,0
390.04387783989813,2,152,0
501.8486659672682,5,219,0
149.12733996446946,2,76,0
75.03720941535776,4,284,0
900.6935435811959,3,355,0
2080.3120815936168,3,216,0
372.94727348604346,1,159,0
94.17743183003697,7,251,0
158.93823586446644,4,67,0
9.280943705383004,9,222,0
1228.4442638467785,4,192,0
62.6405219231015,6,219,0
429.62033443407796,3,17,0
160.14066430139644,8,107,0
403.91775770349267,6,227,0
526.9443169930134,5,81,0
885.21959621118,3,267,0
115.60126375226793,11,166,0
5.528364815848598,7,357,0
73.60403534369526,6,234,0
1151.3857644265909,6,162,0
1035.3006760265612,6,175,0
454.92215509824626,6,160,0
458.7918592526735,5,363,0
546.8671147037562,8,185,0
96.41101431927608,6,174,0
1229.1047803856507,8,238,0
271.304817173159,13,163,0
241.55539966393422,4,238,0
365.8584663113405,1,106,0
24.052332145988608,4,118,0
90.93085252463617,2,232,0
669.7695452119816,7,76,0
43.2141378359218,4,5,0
462.1011094925578,5,218,0
140.7500168002204,8,282,0
246.57112846259417,6,333,0
170.32609597707298,5,236,0
219.77423886142674,2,323,0
634.7819933193434,6,32,0
176.28576980277543,5,177,0
417.8217653528511,6,119,0
323.17989334513084,3,190,0
544.8329615463392,6,102,0
1380.9608237564846,6,79,0
659.4526356275214,4,322,0
120.99780662202366,7,139,0
15.839839412128923,4,336,0
152.08465100279395,0,226,0
452.03032593654865,9,266,0
26.397639049887342,1,333,0
342.9529780130944,6,224,0
454.2144199937801,4,60,0
203.4159389690502,5,264,0
736.8249795733674,6,48,0
56.359457382338995,8,81,0
39.055252896123505,4,297,0
651.3237051081964,5,8,0
342.0851133315343,10,349,1
583.0213278665705,5,249,0
285.3119995644287,7,244,0
141.4481268792658,6,165,0
854.9118492855979,4,347,0
